FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
241026;0900;2;;;
241026;1000;3;;;
241026;1100;2;;;
241026;1200;2;;;
241026;1300;2;;;
241026;1400;4;;;
241026;1500;5;;;
241026;1600;4;;;
241026;1700;4;;;
241026;1800;11;;;
241026;1900;20;;;
241026;2000;24;;;
241026;2100;19;;;
241026;2200;16;;;
241026;2300;13;;;
241027;0000;7;;;
241027;0100;10;;;
241027;0200;6;;;
241027;0300;1;;;
241027;0400;2;;;
241027;0500;1;;;
241027;0600;4;;;
241027;0700;3;;;
241027;0800;2;;;
241027;0900;5;;;
241027;1000;3;;;
241027;1100;7;;;
241027;1200;4;;;
241027;1300;1;;;
241027;1400;1;;;
241027;1500;2;;;
241027;1600;5;;;
241027;1700;5;;;
241027;1800;8;;;
241027;1900;11;;;
241027;2000;16;;;
241027;2100;11;;;
241027;2200;6;;;
241027;2300;3;;;
241028;0000;3;;;
241028;0100;2;;;
241028;0200;2;;;
241028;0300;2;;;
241028;0400;2;;;
241028;0500;6;;;
241028;0600;7;;;
241028;0700;6;;;
241028;0800;5;;;
241028;0900;7;;;
241028;1000;5;;;
241028;1100;4;;;
241028;1200;3;;;
241028;1300;1;;;
241028;1400;5;;;
241028;1500;4;;;
241028;1600;7;;;
241028;1700;7;;;
241028;1800;18;;;
241028;1900;19;;;
241028;2000;34;;;
241028;2100;24;;;
241028;2200;16;;;
241028;2300;8;;;
241029;0000;8;;;
241029;0100;5;;;
241029;0200;1;;;
241029;0300;1;;;
241029;0400;1;;;
241029;0500;2;;;
241029;0600;5;;;
241029;0700;6;;;
241029;0800;5;;;
241029;0900;9;;;
241029;1000;5;;;
241029;1100;2;;;
241029;1200;2;;;
241029;1300;2;;;
241029;1400;;;;
241029;1500;;;;
241029;1600;2;;;
241029;1700;2;;;
241029;1800;1;;;
241029;1900;10;;;
241029;2000;14;;;
241029;2100;40;;;
241029;2200;11;;;
241029;2300;15;;;
241030;0000;7;;;
241030;0100;3;;;
241030;0200;1;;;
241030;0300;3;;;
241030;0400;2;;;
241030;0500;10;;;
241030;0600;8;;;
241030;0700;5;;;
241030;0800;6;;;
241030;0900;4;;;
241030;1000;1;;;
241030;1100;1;;;
241030;1200;4;;;
241030;1300;3;;;
241030;1400;1;;;
241030;1500;2;;;
241030;1600;1;;;
241030;1700;1;;;
241030;1800;3;;;
241030;1900;;;;
241030;2000;18;;;
241030;2100;13;;;
241030;2200;16;;;
241030;2300;2;;;
241031;0000;12;;;
241031;0100;6;;;
241031;0200;5;;;
241031;0300;10;;;
241031;0400;5;;;
241031;0500;7;;;
241031;0600;7;;;
241031;0700;7;;;
241031;0800;4;;;
241031;0900;1;;;
241031;1000;1;;;
241031;1100;2;;;
241031;1200;3;;;
241031;1300;1;;;
241031;1400;1;;;
241031;1500;1;;;
241031;1600;1;;;
241031;1700;3;;;
241031;1800;3;;;
241031;1900;5;;;
241031;2000;4;;;
241031;2100;11;;;
241031;2200;8;;;
241031;2300;22;;;
241101;0000;25;;;
241101;0100;11;;;
241101;0200;7;;;
241101;0300;5;;;
241101;0400;3;;;
241101;0500;4;;;
241101;0600;14;;;
241101;0700;10;;;
241101;0800;7;;;
241101;0900;14;;;
241101;1000;;;;
241101;1100;5;;;
241101;1200;7;;;
241101;1300;8;;;
241101;1400;5;;;
241101;1500;16;;;
241101;1600;7;;;
241101;1700;27;;;
241101;1800;32;;;
241101;1900;14;;;
241101;2000;12;;;
241101;2100;28;;;
241101;2200;14;;;
241101;2300;9;;;
241102;0000;6;;;
241102;0100;4;;;
241102;0200;3;;;
241102;0300;2;;;
241102;0400;1;;;
241102;0500;3;;;
241102;0600;8;;;
241102;0700;7;;;
241102;0800;12;;;
241102;0900;10;;;
241102;1000;12;;;
241102;1100;7;;;
241102;1200;4;;;
241102;1300;7;;;
241102;1400;6;;;
241102;1500;6;;;
241102;1600;8;;;
241102;1700;9;;;
241102;1800;19;;;
241102;1900;36;;;
241102;2000;17;;;
241102;2100;12;;;
241102;2200;24;;;
241102;2300;60;;;
241103;0000;13;;;
241103;0100;17;;;
241103;0200;9;;;
241103;0300;6;;;
241103;0400;3;;;
241103;0500;1;;;
241103;0600;3;;;
241103;0700;3;;;
241103;0800;9;;;
241103;0900;21;;;
241103;1000;12;;;
241103;1100;8;;;
241103;1200;7;;;
241103;1300;5;;;
241103;1400;4;;;
241103;1500;6;;;
241103;1600;6;;;
241103;1700;10;;;
241103;1800;24;;;
241103;1900;22;;;
241103;2000;44;;;
241103;2100;25;;;
241103;2200;25;;;
241103;2300;10;;;
241104;0000;8;;;
241104;0100;3;;;
241104;0200;2;;;
241104;0300;4;;;
241104;0400;5;;;
241104;0500;17;;;
241104;0600;19;;;
241104;0700;39;;;
241104;0800;16;;;
241104;0900;8;;;
241104;1000;11;;;
241104;1100;17;;;
241104;1200;11;;;
241104;1300;7;;;
241104;1400;21;;;
241104;1500;24;;;
241104;1600;22;;;
241104;1700;21;;;
241104;1800;35;;;
241104;1900;34;;;
241104;2000;48;;;
241104;2100;32;;;
241104;2200;35;;;
241104;2300;21;;;
241105;0000;19;;;
241105;0100;8;;;
241105;0200;7;;;
241105;0300;4;;;
241105;0400;5;;;
241105;0500;21;;;
241105;0600;20;;;
241105;0700;54;;;
241105;0800;51;;;
241105;0900;70;;;
241105;1000;42;;;
241105;1100;32;;;
241105;1200;21;;;
241105;1300;27;;;
241105;1400;16;;;
241105;1500;17;;;
241105;1600;20;;;
241105;1700;10;;;
241105;1800;35;;;
241105;1900;28;;;
241105;2000;28;;;
241105;2100;34;;;
241105;2200;24;;;
241105;2300;13;;;
241106;0000;13;;;
241106;0100;8;;;
241106;0200;9;;;
241106;0300;24;;;
241106;0400;2;;;
241106;0500;6;;;
241106;0600;14;;;
241106;0700;11;;;
241106;0800;7;;;
241106;0900;10;;;
241106;1000;9;;;
241106;1100;6;;;
241106;1200;7;;;
241106;1300;7;;;
241106;1400;5;;;
241106;1500;3;;;
241106;1600;5;;;
241106;1700;9;;;
241106;1800;12;;;
241106;1900;45;;;
241106;2000;52;;;
241106;2100;141;;;
241106;2200;76;;;
241106;2300;38;;;
241107;0000;20;;;
241107;0100;13;;;
241107;0200;21;;;
241107;0300;16;;;
241107;0400;9;;;
241107;0500;27;;;
241107;0600;19;;;
241107;0700;21;;;
241107;0800;33;;;
241107;0900;8;;;
241107;1000;6;;;
241107;1100;21;;;
241107;1200;8;;;
241107;1300;14;;;
241107;1400;18;;;
241107;1500;21;;;
241107;1600;25;;;
241107;1700;23;;;
241107;1800;28;;;
241107;1900;22;;;
241107;2000;25;;;
241107;2100;26;;;
241107;2200;17;;;
241107;2300;10;;;
241108;0000;6;;;
241108;0100;5;;;
241108;0200;5;;;
241108;0300;3;;;
241108;0400;1;;;
241108;0500;2;;;
241108;0600;5;;;
241108;0700;8;;;
241108;0800;9;;;
241108;0900;7;;;
241108;1000;4;;;
241108;1100;4;;;
241108;1200;2;;;
241108;1300;1;;;
241108;1400;3;;;
241108;1500;5;;;
241108;1600;10;;;
241108;1700;10;;;
241108;1800;18;;;
241108;1900;22;;;
241108;2000;32;;;
241108;2100;35;;;
241108;2200;15;;;
241108;2300;12;;;
241109;0000;10;;;
241109;0100;8;;;
241109;0200;24;;;
241109;0300;12;;;
241109;0400;8;;;
241109;0500;25;;;
241109;0600;20;;;
241109;0700;15;;;
241109;0800;11;;;
241109;0900;17;;;
241109;1000;2;;;
241109;1100;15;;;
241109;1200;9;;;
241109;1300;6;;;
241109;1400;9;;;
241109;1500;13;;;
241109;1600;25;;;
241109;1700;;;;
241109;1800;15;;;
241109;1900;21;;;
241109;2000;27;;;
241109;2100;20;;;
241109;2200;13;;;
241109;2300;18;;;
241110;0000;12;;;
241110;0100;10;;;
241110;0200;21;;;
241110;0300;2;;;
241110;0400;1;;;
241110;0500;1;;;
241110;0600;1;;;
241110;0700;1;;;
241110;0800;2;;;
241110;0900;6;;;
241110;1000;6;;;
241110;1100;4;;;
241110;1200;3;;;
241110;1300;6;;;
241110;1400;5;;;
241110;1500;10;;;
241110;1600;10;;;
241110;1700;7;;;
241110;1800;7;;;
241110;1900;10;;;
241110;2000;18;;;
241110;2100;28;;;
241110;2200;5;;;
241110;2300;9;;;
241111;0000;10;;;
241111;0100;7;;;
241111;0200;4;;;
241111;0300;1;;;
241111;0400;4;;;
241111;0500;2;;;
241111;0600;4;;;
241111;0700;10;;;
241111;0800;11;;;
241111;0900;9;;;
241111;1000;12;;;
241111;1100;10;;;
241111;1200;7;;;
241111;1300;9;;;
241111;1400;9;;;
241111;1500;5;;;
241111;1600;8;;;
241111;1700;6;;;
241111;1800;9;;;
241111;1900;9;;;
241111;2000;21;;;
241111;2100;14;;;
241111;2200;15;;;
241111;2300;5;;;
241112;0000;6;;;
241112;0100;5;;;
241112;0200;2;;;
241112;0300;1;;;
241112;0400;1;;;
241112;0500;1;;;
241112;0600;5;;;
241112;0700;9;;;
241112;0800;14;;;
241112;0900;8;;;
241112;1000;6;;;
241112;1100;5;;;
241112;1200;4;;;
241112;1300;4;;;
241112;1400;4;;;
241112;1500;2;;;
241112;1600;8;;;
241112;1700;11;;;
241112;1800;10;;;
241112;1900;14;;;
241112;2000;20;;;
241112;2100;6;;;
241112;2200;7;;;
241112;2300;5;;;
241113;0000;4;;;
241113;0100;4;;;
241113;0200;2;;;
241113;0300;1;;;
241113;0400;1;;;
241113;0500;1;;;
241113;0600;11;;;
241113;0700;14;;;
241113;0800;16;;;
241113;0900;9;;;
241113;1000;7;;;
241113;1100;8;;;
241113;1200;6;;;
241113;1300;2;;;
241113;1400;1;;;
241113;1500;1;;;
241113;1600;2;;;
241113;1700;3;;;
241113;1800;18;;;
241113;1900;16;;;
241113;2000;19;;;
241113;2100;17;;;
241113;2200;15;;;
241113;2300;10;;;
241114;0000;5;;;
241114;0100;1;;;
241114;0200;3;;;
241114;0300;2;;;
241114;0400;4;;;
241114;0500;6;;;
241114;0600;17;;;
241114;0700;12;;;
241114;0800;7;;;
241114;0900;3;;;
241114;1000;4;;;
241114;1100;11;;;
241114;1200;10;;;
241114;1300;15;;;
241114;1400;10;;;
241114;1500;10;;;
241114;1600;17;;;
241114;1700;16;;;
241114;1800;5;;;
241114;1900;8;;;
241114;2000;8;;;
241114;2100;12;;;
241114;2200;10;;;
241114;2300;8;;;
241115;0000;11;;;
241115;0100;6;;;
241115;0200;3;;;
241115;0300;4;;;
241115;0400;3;;;
241115;0500;5;;;
241115;0600;18;;;
241115;0700;20;;;
241115;0800;11;;;
241115;0900;26;;;
241115;1000;10;;;
241115;1100;17;;;
241115;1200;18;;;
241115;1300;11;;;
241115;1400;8;;;
241115;1500;7;;;
241115;1600;7;;;
241115;1700;13;;;
241115;1800;12;;;
241115;1900;18;;;
241115;2000;17;;;
241115;2100;15;;;
241115;2200;23;;;
241115;2300;20;;;
241116;0000;10;;;
241116;0100;8;;;
241116;0200;5;;;
241116;0300;4;;;
241116;0400;3;;;
241116;0500;2;;;
241116;0600;3;;;
241116;0700;3;;;
241116;0800;4;;;
241116;0900;6;;;
241116;1000;6;;;
241116;1100;6;;;
241116;1200;6;;;
241116;1300;9;;;
241116;1400;7;;;
241116;1500;5;;;
241116;1600;5;;;
241116;1700;4;;;
241116;1800;11;;;
241116;1900;16;;;
241116;2000;31;;;
241116;2100;7;;;
241116;2200;13;;;
241116;2300;14;;;
241117;0000;10;;;
241117;0100;9;;;
241117;0200;26;;;
241117;0300;15;;;
241117;0400;;12;;
241117;0500;12;;;
241117;0600;6;;;
241117;0700;1;;;
241117;0800;2;;;
241117;0900;2;;;
241117;1000;1;;;
241117;1100;2;;;
241117;1200;2;;;
241117;1300;2;;;
241117;1400;1;;;
241117;1500;1;;;
241117;1600;1;;;
241117;1700;2;;;
241117;1800;5;;;
241117;1900;17;;;
241117;2000;33;;;
241117;2100;52;;;
241117;2200;20;;;
241117;2300;30;;;
241118;0000;10;;;
241118;0100;6;;;
241118;0200;6;;;
241118;0300;7;;;
241118;0400;19;;;
241118;0500;33;;;
241118;0600;20;;;
241118;0700;19;;;
241118;0800;11;;;
241118;0900;8;;;
241118;1000;6;;;
241118;1100;4;;;
241118;1200;1;;;
241118;1300;1;;;
241118;1400;4;;;
241118;1500;;;;
241118;1600;3;;;
241118;1700;4;;;
241118;1800;6;;;
241118;1900;11;;;
241118;2000;47;;;
241118;2100;63;;;
241118;2200;48;;;
241118;2300;28;;;
241119;0000;11;;;
241119;0100;15;;;
241119;0200;14;;;
241119;0300;9;;;
241119;0400;13;;;
241119;0500;29;;;
241119;0600;25;;;
241119;0700;18;;;
241119;0800;10;;;
241119;0900;8;;;
241119;1000;4;;;
241119;1100;2;;;
241119;1200;2;;;
241119;1300;2;;;
241119;1400;2;;;
241119;1500;1;;;
241119;1600;1;;;
241119;1700;16;;;
241119;1800;7;;;
241119;1900;13;;;
241119;2000;22;;;
241119;2100;8;;;
241119;2200;6;;;
241119;2300;2;;;
241120;0000;1;;;
241120;0100;1;;;
241120;0200;2;;;
241120;0300;3;;;
241120;0400;3;;;
241120;0500;3;;;
241120;0600;6;;;
241120;0700;6;;;
241120;0800;3;;;
241120;0900;4;;;
241120;1000;2;;;
241120;1100;2;;;
241120;1200;8;;;
241120;1300;4;;;
241120;1400;2;;;
241120;1500;2;;;
241120;1600;3;;;
241120;1700;2;;;
241120;1800;8;;;
241120;1900;10;;;
241120;2000;12;;;
241120;2100;8;;;
241120;2200;13;;;
241120;2300;21;;;
241121;0000;4;;;
241121;0100;2;;;
241121;0200;1;;;
241121;0300;1;;;
241121;0400;2;;;
241121;0500;16;;;
241121;0600;7;;;
241121;0700;9;;;
241121;0800;7;;;
241121;0900;3;;;
241121;1000;2;;;
241121;1100;1;;;
241121;1200;1;;;
241121;1300;1;;;
241121;1400;1;;;
241121;1500;4;;;
241121;1600;3;;;
241121;1700;6;;;
241121;1800;5;;;
241121;1900;4;;;
241121;2000;9;;;
241121;2100;5;;;
241121;2200;21;;;
241121;2300;;42;;
241122;0000;44;;;
241122;0100;11;;;
241122;0200;13;;;
241122;0300;8;;;
241122;0400;4;;;
241122;0500;18;;;
241122;0600;13;;;
241122;0700;10;;;
241122;0800;8;;;
241122;0900;6;;;
241122;1000;5;;;
241122;1100;6;;;
241122;1200;5;;;
241122;1300;7;;;
241122;1400;3;;;
241122;1500;1;;;
241122;1600;1;;;
241122;1700;5;;;
241122;1800;14;;;
241122;1900;14;;;
241122;2000;19;;;
241122;2100;20;;;
241122;2200;2;;;
241122;2300;7;;;
241123;0000;5;;;
241123;0100;4;;;
241123;0200;3;;;
241123;0300;1;;;
241123;0400;2;;;
241123;0500;2;;;
241123;0600;4;;;
241123;0700;4;;;
241123;0800;5;;;
241123;0900;7;;;
241123;1000;14;;;
241123;1100;11;;;
241123;1200;16;;;
241123;1300;7;;;
241123;1400;9;;;
241123;1500;12;;;
241123;1600;9;;;
241123;1700;14;;;
241123;1800;10;;;
241123;1900;7;;;
241123;2000;25;;;
241123;2100;13;;;
241123;2200;13;;;
241123;2300;17;;;
241124;0000;10;;;
241124;0100;9;;;
241124;0200;5;;;
241124;0300;23;;;
241124;0400;20;;;
241124;0500;26;;;
241124;0600;8;;;
241124;0700;5;;;
241124;0800;7;;;
241124;0900;7;;;
241124;1000;7;;;
241124;1100;12;;;
241124;1200;6;;;
241124;1300;4;;;
241124;1400;9;;;
241124;1500;8;;;
241124;1600;12;;;
241124;1700;11;;;
241124;1800;8;;;
241124;1900;13;;;
241124;2000;16;;;
241124;2100;22;;;
241124;2200;40;;;
241124;2300;18;;;
241125;0000;22;;;
241125;0100;11;;;
241125;0200;10;;;
241125;0300;21;;;
241125;0400;8;;;
241125;0500;21;;;
241125;0600;20;;;
241125;0700;18;;;
241125;0800;15;;;
241125;0900;5;;;
241125;1000;13;;;
241125;1100;10;;;
241125;1200;11;;;
241125;1300;12;;;
241125;1400;18;;;
241125;1500;15;;;
241125;1600;34;;;
241125;1700;13;;;
241125;1800;24;;;
241125;1900;39;;;
241125;2000;34;;;
241125;2100;14;;;
241125;2200;14;;;
241125;2300;8;;;
241126;0000;6;;;
241126;0100;3;;;
241126;0200;1;;;
241126;0300;6;;;
241126;0400;10;;;
241126;0500;23;;;
241126;0600;9;;;
241126;0700;7;;;
241126;0800;6;;;
241126;0900;8;;;
241126;1000;6;;;
241126;1100;11;;;
241126;1200;7;;;
241126;1300;4;;;
241126;1400;11;;;
241126;1500;7;;;
241126;1600;23;;;
241126;1700;21;;;
241126;1800;24;;;
241126;1900;42;;;
241126;2000;32;;;
241126;2100;53;;;
241126;2200;20;;;
241126;2300;15;;;
241127;0000;29;;;
241127;0100;8;;;
241127;0200;3;;;
241127;0300;1;;;
241127;0400;3;;;
241127;0500;35;;;
241127;0600;18;;;
241127;0700;8;;;
241127;0800;8;;;
241127;0900;8;;;
241127;1000;7;;;
241127;1100;2;;;
241127;1200;1;;;
241127;1300;1;;;
241127;1400;11;;;
241127;1500;25;;;
241127;1600;27;;;
241127;1700;20;;;
241127;1800;26;;;
241127;1900;19;;;
241127;2000;26;;;
241127;2100;18;;;
241127;2200;8;;;
241127;2300;15;;;
241128;0000;4;;;
241128;0100;2;;;
241128;0200;2;;;
241128;0300;2;;;
241128;0400;1;;;
241128;0500;1;;;
241128;0600;19;;;
241128;0700;16;;;
241128;0800;14;;;
241128;0900;11;;;
241128;1000;9;;;
241128;1100;15;;;
241128;1200;11;;;
241128;1300;12;;;
241128;1400;8;;;
241128;1500;12;;;
241128;1600;14;;;
241128;1700;12;;;
241128;1800;11;;;
241128;1900;12;;;
241128;2000;13;;;
241128;2100;32;;;
241128;2200;63;;;
241128;2300;28;;;
241129;0000;11;;;
241129;0100;7;;;
241129;0200;17;;;
241129;0300;2;;;
241129;0400;1;;;
241129;0500;19;;;
241129;0600;14;;;
241129;0700;10;;;
241129;0800;7;;;
241129;0900;9;;;
241129;1000;6;;;
241129;1100;3;;;
241129;1200;2;;;
241129;1300;1;;;
241129;1400;1;;;
241129;1500;;;;
241129;1600;4;;;
241129;1700;4;;;
241129;1800;10;;;
241129;1900;9;;;
241129;2000;22;;;
241129;2100;67;;;
241129;2200;21;;;
241129;2300;5;;;
241130;0000;5;;;
241130;0100;2;;;
241130;0200;3;;;
241130;0300;2;;;
241130;0400;4;;;
241130;0500;5;;;
241130;0600;4;;;
241130;0700;3;;;
241130;0800;3;;;
241130;0900;2;;;
241130;1000;1;;;
241130;1100;1;;;
241130;1200;2;;;
241130;1300;2;;;
241130;1400;1;;;
241130;1500;1;;;
241130;1600;3;;;
241130;1700;1;;;
241130;1800;1;;;
241130;1900;9;;;
241130;2000;10;;;
241130;2100;10;;;
241130;2200;8;;;
241130;2300;4;;;
241201;0000;6;;;
241201;0100;4;;;
241201;0200;6;;;
241201;0300;4;;;
241201;0400;8;;;
241201;0500;7;;;
241201;0600;6;;;
241201;0700;5;;;
241201;0800;4;;;
241201;0900;4;;;
241201;1000;5;;;
241201;1100;6;;;
241201;1200;7;;;
241201;1300;3;;;
241201;1400;2;;;
241201;1500;4;;;
241201;1600;5;;;
241201;1700;10;;;
241201;1800;24;;;
241201;1900;27;;;
241201;2000;30;;;
241201;2100;26;;;
241201;2200;22;;;
241201;2300;25;;;
241202;0000;12;;;
241202;0100;6;;;
241202;0200;4;;;
241202;0300;5;;;
241202;0400;6;;;
241202;0500;11;;;
241202;0600;15;;;
241202;0700;6;;;
241202;0800;5;;;
241202;0900;7;;;
241202;1000;4;;;
241202;1100;1;;;
241202;1200;2;;;
241202;1300;2;;;
241202;1400;1;;;
241202;1500;5;;;
241202;1600;6;;;
241202;1700;6;;;
241202;1800;5;;;
241202;1900;9;;;
241202;2000;28;;;
241202;2100;33;;;
241202;2200;30;;;
241202;2300;51;;;
241203;0000;23;;;
241203;0100;23;;;
241203;0200;16;;;
241203;0300;12;;;
241203;0400;12;;;
241203;0500;33;;;
241203;0600;;;;
241203;0700;;;;
241203;0800;4;;;
241203;0900;4;;;
241203;1000;1;;;
241203;1100;4;;;
241203;1200;4;;;
241203;1300;2;;;
241203;1400;2;;;
241203;1500;2;;;
241203;1600;1;;;
241203;1700;2;;;
241203;1800;6;;;
241203;1900;9;;;
241203;2000;12;;;
241203;2100;9;;;
241203;2200;7;;;
241203;2300;3;;;
241204;0000;1;;;
241204;0100;2;;;
241204;0200;1;;;
241204;0300;1;;;
241204;0400;1;;;
241204;0500;4;;;
241204;0600;3;;;
241204;0700;6;;;
241204;0800;9;;;
241204;0900;7;;;
241204;1000;10;;;
241204;1100;19;;;
241204;1200;10;;;
241204;1300;8;;;
241204;1400;6;;;
241204;1500;5;;;
241204;1600;4;;;
241204;1700;20;;;
241204;1800;27;;;
241204;1900;12;;;
241204;2000;13;;;
241204;2100;11;;;
241204;2200;7;;;
241204;2300;6;;;
241205;0000;4;;;
241205;0100;2;;;
241205;0200;5;;;
241205;0300;3;;;
241205;0400;2;;;
241205;0500;10;;;
241205;0600;10;;;
241205;0700;14;;;
241205;0800;19;;;
241205;0900;15;;;
241205;1000;26;;;
241205;1100;13;;;
241205;1200;16;;;
241205;1300;25;;;
241205;1400;27;;;
241205;1500;33;;;
241205;1600;31;;;
241205;1700;29;;;
241205;1800;49;;;
241205;1900;47;;;
241205;2000;44;;;
241205;2100;20;;;
241205;2200;10;;;
241205;2300;7;;;
241206;0000;8;;;
241206;0100;5;;;
241206;0200;5;;;
241206;0300;8;;;
241206;0400;11;;;
241206;0500;35;;;
241206;0600;20;;;
241206;0700;18;;;
241206;0800;11;;;
241206;0900;8;;;
241206;1000;9;;;
241206;1100;8;;;
241206;1200;5;;;
241206;1300;4;;;
241206;1400;5;;;
241206;1500;4;;;
241206;1600;2;;;
241206;1700;1;;;
241206;1800;2;;;
241206;1900;14;;;
241206;2000;45;;;
241206;2100;124;;;
241206;2200;102;;;
241206;2300;33;;;
241207;0000;28;;;
241207;0100;28;;;
241207;0200;9;;;
241207;0300;7;;;
241207;0400;7;;;
241207;0500;9;;;
241207;0600;10;;;
241207;0700;8;;;
241207;0800;4;;;
241207;0900;2;;;
241207;1000;1;;;
241207;1100;1;;;
241207;1200;1;;;
241207;1300;2;;;
241207;1400;3;;;
241207;1500;1;;;
241207;1600;1;;;
241207;1700;4;;;
241207;1800;11;;;
241207;1900;16;;;
241207;2000;11;;;
241207;2100;71;;;
241207;2200;33;;;
241207;2300;13;;;
241208;0000;22;;;
241208;0100;15;;;
241208;0200;14;;;
241208;0300;21;;;
241208;0400;6;;;
241208;0500;20;;;
241208;0600;5;;;
241208;0700;3;;;
241208;0800;1;;;
241208;0900;1;;;
241208;1000;2;;;
241208;1100;3;;;
241208;1200;3;;;
241208;1300;1;;;
241208;1400;1;;;
241208;1500;1;;;
241208;1600;1;;;
241208;1700;3;;;
241208;1800;11;;;
241208;1900;16;;;
241208;2000;28;;;
241208;2100;23;;;
241208;2200;31;;;
241208;2300;25;;;
241209;0000;57;;;
241209;0100;42;;;
241209;0200;12;;;
241209;0300;18;;;
241209;0400;17;;;
241209;0500;40;;;
241209;0600;28;;;
241209;0700;9;;;
241209;0800;7;;;
241209;0900;4;;;
241209;1000;4;;;
241209;1100;2;;;
241209;1200;2;;;
241209;1300;3;;;
241209;1400;3;;;
241209;1500;2;;;
241209;1600;3;;;
241209;1700;6;;;
241209;1800;7;;;
241209;1900;7;;;
241209;2000;14;;;
241209;2100;15;;;
241209;2200;14;;;
241209;2300;7;;;
241210;0000;2;;;
241210;0100;3;;;
241210;0200;4;;;
241210;0300;2;;;
241210;0400;1;;;
241210;0500;14;;;
241210;0600;14;;;
241210;0700;8;;;
241210;0800;7;;;
241210;0900;4;;;
241210;1000;3;;;
241210;1100;3;;;
241210;1200;3;;;
241210;1300;4;;;
241210;1400;2;;;
241210;1500;1;;;
241210;1600;1;;;
241210;1700;2;;;
241210;1800;9;;;
241210;1900;8;;;
241210;2000;6;;;
241210;2100;10;;;
241210;2200;8;;;
241210;2300;8;;;
241211;0000;8;;;
241211;0100;7;;;
241211;0200;5;;;
241211;0300;2;;;
241211;0400;5;;;
241211;0500;9;;;
241211;0600;5;;;
241211;0700;8;;;
241211;0800;7;;;
241211;0900;2;;;
241211;1000;1;;;
241211;1100;1;;;
241211;1200;3;;;
241211;1300;7;;;
241211;1400;3;;;
241211;1500;1;;;
241211;1600;1;;;
241211;1700;1;;;
241211;1800;4;;;
241211;1900;6;;;
241211;2000;9;;;
241211;2100;14;;;
241211;2200;10;;;
241211;2300;6;;;
241212;0000;3;;;
241212;0100;1;;;
241212;0200;1;;;
241212;0300;3;;;
241212;0400;1;;;
241212;0500;1;;;
241212;0600;3;;;
241212;0700;13;;;
241212;0800;11;;;
241212;0900;6;;;
241212;1000;2;;;
241212;1100;1;;;
241212;1200;1;;;
241212;1300;1;;;
241212;1400;1;;;
241212;1500;1;;;
241212;1600;2;;;
241212;1700;;;;
241212;1800;2;;;
241212;1900;4;;;
241212;2000;9;;;
241212;2100;8;;;
241212;2200;12;;;
241212;2300;6;;;
241213;0000;3;;;
241213;0100;2;;;
241213;0200;1;;;
241213;0300;1;;;
241213;0400;4;;;
241213;0500;12;;;
241213;0600;14;;;
241213;0700;8;;;
241213;0800;4;;;
241213;0900;5;;;
241213;1000;4;;;
241213;1100;4;;;
241213;1200;1;;;
241213;1300;1;;;
241213;1400;3;;;
241213;1500;1;;;
241213;1600;3;;;
241213;1700;3;;;
241213;1800;11;;;
241213;1900;15;;;
241213;2000;11;;;
241213;2100;11;;;
241213;2200;15;;;
241213;2300;18;;;
241214;0000;8;;;
241214;0100;8;;;
241214;0200;5;;;
241214;0300;5;;;
241214;0400;5;;;
241214;0500;7;;;
241214;0600;4;;;
241214;0700;3;;;
241214;0800;4;;;
241214;0900;5;;;
241214;1000;3;;;
241214;1100;3;;;
241214;1200;1;;;
241214;1300;1;;;
241214;1400;1;;;
241214;1500;1;;;
241214;1600;1;;;
241214;1700;2;;;
241214;1800;3;;;
241214;1900;2;;;
241214;2000;7;;;
241214;2100;38;;;
241214;2200;23;;;
241214;2300;19;;;
241215;0000;8;;;
241215;0100;7;;;
241215;0200;3;;;
241215;0300;1;;;
241215;0400;1;;;
241215;0500;8;;;
241215;0600;6;;;
241215;0700;3;;;
241215;0800;1;;;
241215;0900;1;;;
241215;1000;1;;;
241215;1100;1;;;
241215;1200;1;;;
241215;1300;1;;;
241215;1400;3;;;
241215;1500;2;;;
241215;1600;1;;;
241215;1700;1;;;
241215;1800;3;;;
241215;1900;2;;;
241215;2000;3;;;
241215;2100;4;;;
241215;2200;5;;;
241215;2300;7;;;
241216;0000;6;;;
241216;0100;5;;;
241216;0200;6;;;
241216;0300;5;;;
241216;0400;7;;;
241216;0500;15;;;
241216;0600;8;;;
241216;0700;14;;;
241216;0800;19;;;
241216;0900;14;;;
241216;1000;11;;;
241216;1100;5;;;
241216;1200;1;;;
241216;1300;3;;;
241216;1400;5;;;
241216;1500;5;;;
241216;1600;7;;;
241216;1700;;;;
241216;1800;;;;
241216;1900;11;;;
241216;2000;15;;;
241216;2100;12;;;
241216;2200;12;;;
241216;2300;9;;;
241217;0000;5;;;
241217;0100;5;;;
241217;0200;8;;;
241217;0300;10;;;
241217;0400;6;;;
241217;0500;4;;;
241217;0600;7;;;
241217;0700;6;;;
241217;0800;5;;;
241217;0900;4;;;
241217;1000;2;;;
241217;1100;1;;;
241217;1200;2;;;
241217;1300;1;;;
241217;1400;2;;;
241217;1500;1;;;
241217;1600;1;;;
241217;1700;2;;;
241217;1800;1;;;
241217;1900;3;;;
241217;2000;3;;;
241217;2100;6;;;
241217;2200;4;;;
241217;2300;1;;;
241218;0000;1;;;
241218;0100;2;;;
241218;0200;1;;;
241218;0300;1;;;
241218;0400;1;;;
241218;0500;1;;;
