FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
240309;0900;17;;;
240309;1000;12;;;
240309;1100;10;;;
240309;1200;11;;;
240309;1300;8;;;
240309;1400;12;;;
240309;1500;9;;;
240309;1600;9;;;
240309;1700;10;;;
240309;1800;20;;;
240309;1900;24;;;
240309;2000;45;;;
240309;2100;19;;;
240309;2200;20;;;
240309;2300;13;;;
240310;0000;8;;;
240310;0100;6;;;
240310;0200;7;;;
240310;0300;4;;;
240310;0400;2;;;
240310;0500;3;;;
240310;0600;16;;;
240310;0700;15;;;
240310;0800;17;;;
240310;0900;15;;;
240310;1000;1;;;
240310;1100;9;;;
240310;1200;8;;;
240310;1300;5;;;
240310;1400;6;;;
240310;1500;10;;;
240310;1600;8;;;
240310;1700;9;;;
240310;1800;9;;;
240310;1900;12;;;
240310;2000;21;;;
240310;2100;19;;;
240310;2200;10;;;
240310;2300;10;;;
240311;0000;8;;;
240311;0100;4;;;
240311;0200;1;;;
240311;0300;2;;;
240311;0400;1;;;
240311;0500;2;;;
240311;0600;18;;;
240311;0700;35;;;
240311;0800;18;;;
240311;0900;18;;;
240311;1000;12;;;
240311;1100;6;;;
240311;1200;8;;;
240311;1300;9;;;
240311;1400;21;;;
240311;1500;24;;;
240311;1600;27;;;
240311;1700;43;;;
240311;1800;57;;;
240311;1900;60;;;
240311;2000;51;;;
240311;2100;63;;;
240311;2200;46;;;
240311;2300;82;;;
240312;0000;15;;;
240312;0100;9;;;
240312;0200;5;;;
240312;0300;3;;;
240312;0400;5;;;
240312;0500;7;;;
240312;0600;10;;;
240312;0700;16;;;
240312;0800;6;;;
240312;0900;13;;;
240312;1000;12;;;
240312;1100;10;;;
240312;1200;6;;;
240312;1300;9;;;
240312;1400;9;;;
240312;1500;14;;;
240312;1600;12;;;
240312;1700;13;;;
240312;1800;17;;;
240312;1900;18;;;
240312;2000;31;;;
240312;2100;12;;;
240312;2200;10;;;
240312;2300;9;;;
240313;0000;22;;;
240313;0100;16;;;
240313;0200;7;;;
240313;0300;6;;;
240313;0400;7;;;
240313;0500;17;;;
240313;0600;34;;;
240313;0700;73;;;
240313;0800;51;;;
240313;0900;36;;;
240313;1000;13;;;
240313;1100;21;;;
240313;1200;15;;;
240313;1300;21;;;
240313;1400;16;;;
240313;1500;11;;;
240313;1600;12;;;
240313;1700;16;;;
240313;1800;19;;;
240313;1900;18;;;
240313;2000;34;;;
240313;2100;16;;;
240313;2200;16;;;
240313;2300;9;;;
240314;0000;6;;;
240314;0100;11;;;
240314;0200;6;;;
240314;0300;4;;;
240314;0400;4;;;
240314;0500;7;;;
240314;0600;6;;;
240314;0700;15;;;
240314;0800;10;;;
240314;0900;10;;;
240314;1000;7;;;
240314;1100;10;;;
240314;1200;10;;;
240314;1300;9;;;
240314;1400;14;;;
240314;1500;18;;;
240314;1600;18;;;
240314;1700;21;;;
240314;1800;15;;;
240314;1900;25;;;
240314;2000;15;;;
240314;2100;25;;;
240314;2200;9;;;
240314;2300;7;;;
240315;0000;7;;;
240315;0100;5;;;
240315;0200;2;;;
240315;0300;2;;;
240315;0400;3;;;
240315;0500;4;;;
240315;0600;7;;;
240315;0700;24;;;
240315;0800;10;;;
240315;0900;9;;;
240315;1000;18;;;
240315;1100;24;;;
240315;1200;16;;;
240315;1300;33;;;
240315;1400;28;;;
240315;1500;26;;;
240315;1600;23;;;
240315;1700;29;;;
240315;1800;21;;;
240315;1900;30;;;
240315;2000;19;;;
240315;2100;13;;;
240315;2200;16;;;
240315;2300;16;;;
240316;0000;14;;;
240316;0100;12;;;
240316;0200;7;;;
240316;0300;9;;;
240316;0400;12;;;
240316;0500;6;;;
240316;0600;7;;;
240316;0700;11;;;
240316;0800;13;;;
240316;0900;13;;;
240316;1000;10;;;
240316;1100;10;;;
240316;1200;18;;;
240316;1300;9;;;
240316;1400;9;;;
240316;1500;8;;;
240316;1600;12;;;
240316;1700;12;;;
240316;1800;20;;;
240316;1900;20;;;
240316;2000;10;;;
240316;2100;8;;;
240316;2200;11;;;
240316;2300;7;;;
240317;0000;7;;;
240317;0100;6;;;
240317;0200;4;;;
240317;0300;2;;;
240317;0400;1;;;
240317;0500;2;;;
240317;0600;2;;;
240317;0700;8;;;
240317;0800;8;;;
240317;0900;9;;;
240317;1000;8;;;
240317;1100;12;;;
240317;1200;;;;
240317;1300;;;;
240317;1400;;;;
240317;1500;;;6;
240317;1600;;;3;
240317;1700;;;1;
240317;1800;;;1;
240317;1900;;;3;
240317;2000;;;4;
240317;2100;;;3;
240317;2200;;;2;
240317;2300;;;1;
240318;0000;;;6;
240318;0100;;;4;
240318;0200;;;3;
240318;0300;;;5;
240318;0400;;;4;
240318;0500;;;2;
240318;0600;;;1;
240318;0700;;;1;
240318;0800;;;2;
240318;0900;;;1;
240318;1000;;;3;
240318;1100;;;2;
240318;1200;;;1;
240318;1300;;;1;
240318;1400;;;1;
240318;1500;;;1;
240318;1600;;;1;
240318;1700;;;1;
240318;1800;;;1;
240318;1900;;;1;
240318;2000;;;2;
240318;2100;;;1;
240318;2200;;;4;
240318;2300;;;3;
240319;0000;;;3;
240319;0100;;;3;
240319;0200;;;1;
240319;0300;;;3;
240319;0400;;;2;
240319;0500;;;1;
240319;0600;;;1;
240319;0700;;;2;
240319;0800;;;1;
240319;0900;;;2;
240319;1000;;;1;
240319;1100;;;;
240319;1200;;;1;
240319;1300;;;1;
240319;1400;;;1;
240319;1500;;;1;
240319;1600;;;1;
240319;1700;;;3;
240319;1800;;;1;
240319;1900;;;1;
240319;2000;;;3;
240319;2100;;;2;
240319;2200;;;4;
240319;2300;;;2;
240320;0000;;;3;
240320;0100;;;7;
240320;0200;;;6;
240320;0300;;;5;
240320;0400;;;3;
240320;0500;;;1;
240320;0600;;;4;
240320;0700;;;4;
240320;0800;;;5;
240320;0900;;;6;
240320;1000;;;3;
240320;1100;;;1;
240320;1200;;;3;
240320;1300;;;5;
240320;1400;;;1;
240320;1500;;;1;
240320;1600;;;2;
240320;1700;;;2;
240320;1800;19;;;
240320;1900;24;;;
240320;2000;23;;;
240320;2100;19;;;
240320;2200;34;;;
240320;2300;14;;;
240321;0000;9;;;
240321;0100;8;;;
240321;0200;4;;;
240321;0300;3;;;
240321;0400;5;;;
240321;0500;5;;;
240321;0600;19;;;
240321;0700;23;;;
240321;0800;9;;;
240321;0900;9;;;
240321;1000;10;;;
240321;1100;7;;;
240321;1200;4;;;
240321;1300;5;;;
240321;1400;6;;;
240321;1500;6;;;
240321;1600;6;;;
240321;1700;7;;;
240321;1800;30;;;
240321;1900;34;;;
240321;2000;148;;;
240321;2100;94;;;
240321;2200;82;;;
240321;2300;59;;;
240322;0000;38;;;
240322;0100;25;;;
240322;0200;25;;;
240322;0300;18;;;
240322;0400;25;;;
240322;0500;32;;;
240322;0600;70;;;
240322;0700;56;;;
240322;0800;51;;;
240322;0900;104;;;
240322;1000;108;;;
240322;1100;54;;;
240322;1200;48;;;
240322;1300;41;;;
240322;1400;68;;;
240322;1500;73;;;
240322;1600;59;;;
240322;1700;58;;;
240322;1800;84;;;
240322;1900;90;;;
240322;2000;55;;;
240322;2100;54;;;
240322;2200;81;;;
240322;2300;53;;;
240323;0000;46;;;
240323;0100;37;;;
240323;0200;43;;;
240323;0300;28;;;
240323;0400;28;;;
240323;0500;23;;;
240323;0600;51;;;
240323;0700;66;;;
240323;0800;117;;;
240323;0900;151;;;
240323;1000;173;;;
240323;1100;20;;;
240323;1200;49;;;
240323;1300;49;;;
240323;1400;23;;;
240323;1500;21;;;
240323;1600;23;;;
240323;1700;29;;;
240323;1800;31;;;
240323;1900;30;;;
240323;2000;28;;;
240323;2100;14;;;
240323;2200;12;;;
240323;2300;10;;;
240324;0000;9;;;
240324;0100;11;;;
240324;0200;10;;;
240324;0300;6;;;
240324;0400;4;;;
240324;0500;11;;;
240324;0600;6;;;
240324;0700;17;;;
240324;0800;17;;;
240324;0900;13;;;
240324;1000;9;;;
240324;1100;12;;;
240324;1200;10;;;
240324;1300;12;;;
240324;1400;6;;;
240324;1500;9;;;
240324;1600;11;;;
240324;1700;12;;;
240324;1800;33;;;
240324;1900;36;;;
240324;2000;84;;;
240324;2100;116;;;
240324;2200;70;;;
240324;2300;54;;;
240325;0000;5;;;
240325;0100;10;;;
240325;0200;7;;;
240325;0300;9;;;
240325;0400;19;;;
240325;0500;19;;;
240325;0600;33;;;
240325;0700;53;;;
240325;0800;98;;;
240325;0900;28;;;
240325;1000;9;;;
240325;1100;20;;;
240325;1200;19;;;
240325;1300;25;;;
240325;1400;16;;;
240325;1500;16;;;
240325;1600;15;;;
240325;1700;18;;;
240325;1800;18;;;
240325;1900;53;;;
240325;2000;20;;;
240325;2100;13;;;
240325;2200;11;;;
240325;2300;11;;;
240326;0000;8;;;
240326;0100;2;;;
240326;0200;1;;;
240326;0300;1;;;
240326;0400;1;;;
240326;0500;2;;;
240326;0600;18;;;
240326;0700;11;;;
240326;0800;11;;;
240326;0900;13;;;
240326;1000;8;;;
240326;1100;4;;;
240326;1200;3;;;
240326;1300;5;;;
240326;1400;5;;;
240326;1500;3;;;
240326;1600;5;;;
240326;1700;8;;;
240326;1800;16;;;
240326;1900;21;;;
240326;2000;24;;;
240326;2100;14;;;
240326;2200;19;;;
240326;2300;5;;;
240327;0000;8;;;
240327;0100;6;;;
240327;0200;1;;;
240327;0300;1;;;
240327;0400;1;;;
240327;0500;31;;;
240327;0600;18;;;
240327;0700;26;;;
240327;0800;18;;;
240327;0900;23;;;
240327;1000;16;;;
240327;1100;13;;;
240327;1200;12;;;
240327;1300;10;;;
240327;1400;8;;;
240327;1500;10;;;
240327;1600;8;;;
240327;1700;9;;;
240327;1800;20;;;
240327;1900;52;;;
240327;2000;31;;;
240327;2100;37;;;
240327;2200;16;;;
240327;2300;11;;;
240328;0000;7;;;
240328;0100;3;;;
240328;0200;6;;;
240328;0300;2;;;
240328;0400;1;;;
240328;0500;14;;;
240328;0600;9;;;
240328;0700;19;;;
240328;0800;20;;;
240328;0900;20;;;
240328;1000;26;;;
240328;1100;30;;;
240328;1200;16;;;
240328;1300;6;;;
240328;1400;18;;;
240328;1500;28;;;
240328;1600;29;;;
240328;1700;51;;;
240328;1800;46;;;
240328;1900;22;;;
240328;2000;26;;;
240328;2100;84;;;
240328;2200;20;;;
240328;2300;69;;;
240329;0000;5;;;
240329;0100;3;;;
240329;0200;5;;;
240329;0300;3;;;
240329;0400;3;;;
240329;0500;5;;;
240329;0600;4;;;
240329;0700;5;;;
240329;0800;6;;;
240329;0900;27;;;
240329;1000;25;;;
240329;1100;8;;;
240329;1200;24;;;
240329;1300;18;;;
240329;1400;10;;;
240329;1500;18;;;
240329;1600;19;;;
240329;1700;17;;;
240329;1800;14;;;
240329;1900;17;;;
240329;2000;12;;;
240329;2100;11;;;
240329;2200;16;;;
240329;2300;3;;;
240330;0000;11;;;
240330;0100;8;;;
240330;0200;4;;;
240330;0300;3;;;
240330;0400;13;;;
240330;0500;8;;;
240330;0600;2;;;
240330;0700;8;;;
240330;0800;12;;;
240330;0900;13;;;
240330;1000;14;;;
240330;1100;12;;;
240330;1200;10;;;
240330;1300;6;;;
240330;1400;2;;;
240330;1500;7;;;
240330;1600;10;;;
240330;1700;14;;;
240330;1800;41;;;
240330;1900;21;;;
240330;2000;71;;;
240330;2100;57;;;
240330;2200;57;;;
240330;2300;56;;;
240331;0000;52;;;
240331;0100;38;;;
240331;0200;11;;;
240331;0300;11;;;
240331;0400;14;;;
240331;0500;31;;;
240331;0600;23;;;
240331;0700;71;;;
240331;0800;28;;;
240331;0900;20;;;
240331;1000;18;;;
240331;1100;17;;;
240331;1200;9;;;
240331;1300;9;;;
240331;1400;6;;;
240331;1500;8;;;
240331;1600;10;;;
240331;1700;9;;;
240331;1800;24;;;
240331;1900;30;;;
240331;2000;17;;;
240331;2100;24;;;
240331;2200;14;;;
240331;2300;19;;;
240401;0000;25;;;
240401;0100;13;;;
240401;0200;7;;;
240401;0300;9;;;
240401;0400;8;;;
240401;0500;6;;;
240401;0600;9;;;
240401;0700;40;;;
240401;0800;15;;;
240401;0900;22;;;
240401;1000;9;;;
240401;1100;6;;;
240401;1200;10;;;
240401;1300;12;;;
240401;1400;9;;;
240401;1500;11;;;
240401;1600;14;;;
240401;1700;16;;;
240401;1800;29;;;
240401;1900;28;;;
240401;2000;35;;;
240401;2100;37;;;
240401;2200;26;;;
240401;2300;16;;;
240402;0000;7;;;
240402;0100;7;;;
240402;0200;4;;;
240402;0300;7;;;
240402;0400;12;;;
240402;0500;13;;;
240402;0600;18;;;
240402;0700;78;;;
240402;0800;87;;;
240402;0900;58;;;
240402;1000;51;;;
240402;1100;46;;;
240402;1200;39;;;
240402;1300;59;;;
240402;1400;49;;;
240402;1500;24;;;
240402;1600;18;;;
240402;1700;27;;;
240402;1800;32;;;
240402;1900;54;;;
240402;2000;22;;;
240402;2100;29;;;
240402;2200;15;;;
240402;2300;14;;;
240403;0000;11;;;
240403;0100;11;;;
240403;0200;7;;;
240403;0300;7;;;
240403;0400;8;;;
240403;0500;8;;;
240403;0600;16;;;
240403;0700;11;;;
240403;0800;24;;;
240403;0900;16;;;
240403;1000;16;;;
240403;1100;16;;;
240403;1200;14;;;
240403;1300;27;;;
240403;1400;38;;;
240403;1500;34;;;
240403;1600;24;;;
240403;1700;30;;;
240403;1800;24;;;
240403;1900;30;;;
240403;2000;18;;;
240403;2100;10;;;
240403;2200;12;;;
240403;2300;10;;;
240404;0000;7;;;
240404;0100;6;;;
240404;0200;5;;;
240404;0300;3;;;
240404;0400;3;;;
240404;0500;3;;;
240404;0600;5;;;
240404;0700;7;;;
240404;0800;8;;;
240404;0900;8;;;
240404;1000;8;;;
240404;1100;7;;;
240404;1200;6;;;
240404;1300;7;;;
240404;1400;11;;;
240404;1500;10;;;
240404;1600;16;;;
240404;1700;9;;;
240404;1800;31;;;
240404;1900;26;;;
240404;2000;22;;;
240404;2100;17;;;
240404;2200;7;;;
240404;2300;10;;;
240405;0000;16;;;
240405;0100;3;;;
240405;0200;6;;;
240405;0300;6;;;
240405;0400;4;;;
240405;0500;2;;;
240405;0600;6;;;
240405;0700;10;;;
240405;0800;28;;;
240405;0900;18;;;
240405;1000;17;;;
240405;1100;10;;;
240405;1200;7;;;
240405;1300;6;;;
240405;1400;9;;;
240405;1500;8;;;
240405;1600;6;;;
240405;1700;12;;;
240405;1800;19;;;
240405;1900;18;;;
240405;2000;16;;;
240405;2100;10;;;
240405;2200;5;;;
240405;2300;5;;;
240406;0000;6;;;
240406;0100;3;;;
240406;0200;3;;;
240406;0300;3;;;
240406;0400;1;;;
240406;0500;1;;;
240406;0600;1;;;
240406;0700;3;;;
240406;0800;3;;;
240406;0900;5;;;
240406;1000;8;;;
240406;1100;5;;;
240406;1200;10;;;
240406;1300;7;;;
240406;1400;6;;;
240406;1500;10;;;
240406;1600;13;;;
240406;1700;11;;;
240406;1800;25;;;
240406;1900;22;;;
240406;2000;17;;;
240406;2100;14;;;
240406;2200;20;;;
240406;2300;19;;;
240407;0000;23;;;
240407;0100;11;;;
240407;0200;8;;;
240407;0300;6;;;
240407;0400;7;;;
240407;0500;5;;;
240407;0600;5;;;
240407;0700;6;;;
240407;0800;7;;;
240407;0900;6;;;
240407;1000;13;;;
240407;1100;11;;;
240407;1200;9;;;
240407;1300;9;;;
240407;1400;5;;;
240407;1500;8;;;
240407;1600;10;;;
240407;1700;21;;;
240407;1800;25;;;
240407;1900;26;;;
240407;2000;45;;;
240407;2100;33;;;
240407;2200;27;;;
240407;2300;19;;;
240408;0000;15;;;
240408;0100;10;;;
240408;0200;7;;;
240408;0300;4;;;
240408;0400;3;;;
240408;0500;2;;;
240408;0600;9;;;
240408;0700;16;;;
240408;0800;23;;;
240408;0900;22;;;
240408;1000;16;;;
240408;1100;14;;;
240408;1200;16;;;
240408;1300;11;;;
240408;1400;18;;;
240408;1500;13;;;
240408;1600;18;;;
240408;1700;23;;;
240408;1800;43;;;
240408;1900;75;;;
240408;2000;110;;;
240408;2100;30;;;
240408;2200;62;;;
240408;2300;48;;;
240409;0000;31;;;
240409;0100;22;;;
240409;0200;21;;;
240409;0300;6;;;
240409;0400;5;;;
240409;0500;6;;;
240409;0600;7;;;
240409;0700;17;;;
240409;0800;40;;;
240409;0900;14;;;
240409;1000;19;;;
240409;1100;9;;;
240409;1200;8;;;
240409;1300;10;;;
240409;1400;11;;;
240409;1500;;;;
240409;1600;16;;;
240409;1700;27;;;
240409;1800;42;;;
240409;1900;66;;;
240409;2000;69;;;
240409;2100;82;;;
240409;2200;155;;;
240409;2300;133;;;
240410;0000;77;;;
240410;0100;52;;;
240410;0200;108;;;
240410;0300;55;;;
240410;0400;98;;;
240410;0500;37;;;
240410;0600;97;;;
240410;0700;122;;;
240410;0800;60;;;
240410;0900;39;;;
240410;1000;61;;;
240410;1100;25;;;
240410;1200;16;;;
240410;1300;8;;;
240410;1400;8;;;
240410;1500;9;;;
240410;1600;13;;;
240410;1700;23;;;
240410;1800;232;;;
240410;1900;270;;;
240410;2000;117;;;
240410;2100;79;;;
240410;2200;289;;;
240410;2300;449;;;
240411;0000;424;;;
240411;0100;264;;;
240411;0200;267;;;
240411;0300;120;;;
240411;0400;108;;;
240411;0500;108;;;
240411;0600;166;;;
240411;0700;272;;;
240411;0800;322;;;
240411;0900;158;;;
240411;1000;44;;;
240411;1100;14;;;
240411;1200;11;;;
240411;1300;9;;;
240411;1400;13;;;
240411;1500;10;;;
240411;1600;9;;;
240411;1700;33;;;
240411;1800;82;;;
240411;1900;146;;;
240411;2000;214;;;
240411;2100;318;;;
240411;2200;579;;;
240411;2300;520;;;
240412;0000;219;;;
240412;0100;203;;;
240412;0200;111;;;
240412;0300;78;;;
240412;0400;115;;;
240412;0500;54;;;
240412;0600;63;;;
240412;0700;131;;;
240412;0800;105;;;
240412;0900;88;;;
240412;1000;32;;;
240412;1100;25;;;
240412;1200;44;;;
240412;1300;11;;;
240412;1400;10;;;
240412;1500;10;;;
240412;1600;17;;;
240412;1700;30;;;
240412;1800;198;;;
240412;1900;373;;;
240412;2000;205;;;
240412;2100;110;;;
240412;2200;257;;;
240412;2300;407;;;
240413;0000;368;;;
240413;0100;226;;;
240413;0200;180;;;
240413;0300;146;;;
240413;0400;100;;;
240413;0500;92;;;
240413;0600;90;;;
240413;0700;198;;;
240413;0800;125;;;
240413;0900;116;;;
240413;1000;56;;;
240413;1100;50;;;
240413;1200;22;;;
240413;1300;16;;;
240413;1400;11;;;
240413;1500;15;;;
240413;1600;18;;;
240413;1700;65;;;
240413;1800;225;;;
240413;1900;407;;;
240413;2000;387;;;
240413;2100;240;;;
240413;2200;152;;;
